"","X.1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X1","X2"
"407",593,"MSTRG.40653|FRMPD4",577.250444560186,-1.56347168872356,0.26449290246235,-5.91120470216063,3.39614663977604e-09,2.53147510575684e-07,"MSTRG.40653","FRMPD4"
"409",597,"MSTRG.15670|ADAD2",18.9827583606887,-2.40986959529187,0.408046065077151,-5.90587632510615,3.50777060828697e-09,2.59716040917087e-07,"MSTRG.15670","ADAD2"
"411",599,"MSTRG.201|ACOT7",1641.01453118903,-1.23507992891556,0.209191542566414,-5.90406243848717,3.54657833131094e-09,2.61712613356605e-07,"MSTRG.201","ACOT7"
"424",619,"MSTRG.3501|C1orf115",1861.01067824849,-1.24423624055151,0.212673526341003,-5.85045192017216,4.90239164282881e-09,3.50073530527171e-07,"MSTRG.3501","C1orf115"
"426",623,"MSTRG.6169|ANO3",580.532211080463,-1.79461328542716,0.307045092776361,-5.84478738676431,5.0721567204287e-09,3.59870740539951e-07,"MSTRG.6169","ANO3"
"427",625,"MSTRG.36590|PLXNA4",1095.26303603044,-1.05418419988254,0.180486951277843,-5.84077792005981,5.19576287703628e-09,3.67460977105212e-07,"MSTRG.36590","PLXNA4"
"430",631,"MSTRG.2386|MLLT11",3773.90697250005,-1.27302242612108,0.218174971087075,-5.83486923260786,5.38327701938174e-09,3.77102394311746e-07,"MSTRG.2386","MLLT11"
"432",633,"MSTRG.12995|SLC27A2",90.4697085610972,-1.21212867196489,0.207809687404089,-5.83287856839847,5.44792170838241e-09,3.80425016356902e-07,"MSTRG.12995","SLC27A2"
"434",636,"MSTRG.21576|QPCT",213.937617473385,-1.00306494865299,0.17206800676837,-5.82946805447263,5.56043398894934e-09,3.86450162231979e-07,"MSTRG.21576","QPCT"
"435",637,"MSTRG.14705|PRKCB",3988.41486205262,-1.72172889934346,0.295464504660194,-5.82719369733965,5.63671763853682e-09,3.90691911664464e-07,"MSTRG.14705","PRKCB"
"436",638,"MSTRG.27381|CFAP20DC-AS1",39.1443841209555,-1.71615833372463,0.29451217556709,-5.82712185131272,5.6391439220381e-09,3.90691911664464e-07,"MSTRG.27381","CFAP20DC-AS1"
"438",641,"MSTRG.1947|KCNA2",1364.59435826489,-1.19601581814539,0.205411466075404,-5.8225367891895,5.79610355819546e-09,3.9956738364054e-07,"MSTRG.1947","KCNA2"
"439",642,"MSTRG.10328|DCLK1",4821.37360061946,-1.04061122411888,0.178727738866144,-5.82232635359546,5.80340844978116e-09,3.9956738364054e-07,"MSTRG.10328","DCLK1"
"442",645,"MSTRG.34359|CLVS2",1037.52367731174,-1.11023831427216,0.190800124036583,-5.81885530671505,5.9251996892224e-09,4.06055312655827e-07,"MSTRG.34359","CLVS2"
"447",652,"ENSG00000227825|SLC9A7P1",37.5768382377778,-1.17548490517423,0.202442019662814,-5.80652626926025,6.3782269422797e-09,4.32408569482588e-07,"ENSG00000227825","SLC9A7P1"
"449",654,"ENSG00000204603|LINC01257",8.68278743087741,-3.16753468777664,0.546042017281492,-5.80089917539025,6.59602538158135e-09,4.45806596202842e-07,"ENSG00000204603","LINC01257"
"452",661,"MSTRG.18164|DLGAP1",2032.17606749303,-2.29712600964236,0.396706250258207,-5.7904961369961,7.01788124235195e-09,4.69295592548322e-07,"MSTRG.18164","DLGAP1"
"454",664,"MSTRG.21738|KCNK12",323.241843762485,-1.0844054453946,0.187544204902487,-5.78213251621629,7.37595673949642e-09,4.91012108131357e-07,"MSTRG.21738","KCNK12"
"459",671,"MSTRG.36928|HTR5A",343.723841374861,-1.49864571309972,0.259842504931057,-5.76751564759335,8.04486177272762e-09,5.29953770608206e-07,"MSTRG.36928","HTR5A"
"461",675,"MSTRG.30797|UBE2QL1",1615.87183632311,-1.16693817462858,0.202431774309669,-5.76459984411072,8.18518104783819e-09,5.3600203359488e-07,"MSTRG.30797","UBE2QL1"
"463",677,"MSTRG.123|GABRD",373.845523201399,-1.48641803159326,0.257915186182398,-5.76320477128504,8.25315596757043e-09,5.38856720943203e-07,"MSTRG.123","GABRD"
"464",681,"MSTRG.30251|RNF150",666.483977611832,-1.02208393670024,0.177558072787802,-5.75633605756539,8.59591818965052e-09,5.57557867615006e-07,"MSTRG.30251","RNF150"
"465",684,"MSTRG.5334|CALHM1",42.9136842433906,-1.76806323923524,0.307208651521334,-5.75525210790641,8.65125867572136e-09,5.59068619859994e-07,"MSTRG.5334","CALHM1"
"466",685,"MSTRG.33706|LRRC73",132.072095115435,-1.39960005089922,0.243235300291367,-5.75409921677759,8.71049903689282e-09,5.62075150990856e-07,"MSTRG.33706","LRRC73"
"473",701,"MSTRG.20677|GARIN5A",61.1562988927812,-1.10737751071531,0.193195044976454,-5.73191466090797,9.93032349050846e-09,6.26162851537025e-07,"MSTRG.20677","GARIN5A"
"474",702,"MSTRG.36080|DYNC1I1",1890.31139087357,-1.35948871231579,0.23729626324801,-5.72907762519179,1.00978182198661e-08,6.35817323297038e-07,"MSTRG.36080","DYNC1I1"
"477",707,"MSTRG.41464|BEX5",832.976360722214,-1.10757425949983,0.19364523065227,-5.71960515510298,1.06771879158445e-08,6.67543225256235e-07,"MSTRG.41464","BEX5"
"484",715,"MSTRG.37392|EGR3",785.634532494388,-1.8671954487453,0.327306064030633,-5.7047383288644,1.16521952977311e-08,7.20350121049382e-07,"MSTRG.37392","EGR3"
"488",720,"MSTRG.25895|ASPHD2",364.986593879581,-1.22244482894779,0.214508560589884,-5.69881605464209,1.2064230791121e-08,7.40643235318237e-07,"MSTRG.25895","ASPHD2"
"490",723,"MSTRG.4587|ASAH2",99.087273820769,-1.01054531143425,0.177701509835016,-5.68675703640603,1.29474454171591e-08,7.90691546466476e-07,"MSTRG.4587","ASAH2"
"494",728,"MSTRG.26383|SULT4A1",2848.9135751982,-1.46354776428642,0.257602428294595,-5.6814206837084,1.33580460116632e-08,8.10936096257589e-07,"MSTRG.26383","SULT4A1"
"496",731,"MSTRG.11799|CCDC177",72.0235302765721,-1.18554500869568,0.208695386270806,-5.68074373794394,1.34110286042328e-08,8.10936096257589e-07,"MSTRG.11799","CCDC177"
"497",733,"MSTRG.20478|PNMA8A",2683.95755398195,-1.11101661219773,0.195739225566712,-5.67600392298005,1.37877617683544e-08,8.31441535722782e-07,"MSTRG.20478","PNMA8A"
"499",738,"MSTRG.31527|HOMER1",793.275815515214,-1.42495658831031,0.251302489164566,-5.67028441718765,1.42560654621609e-08,8.53857189103574e-07,"MSTRG.31527","HOMER1"
"502",741,"MSTRG.3465|ESRRG",172.546686486259,-1.12129972374202,0.197789630415028,-5.66915323816098,1.43504975404314e-08,8.56033322917881e-07,"MSTRG.3465","ESRRG"
"503",742,"MSTRG.10984|LINC00552",5.99872144523323,-1.68108053079847,0.296666334436027,-5.66656993283131,1.45684387568951e-08,8.67862708803608e-07,"MSTRG.10984","LINC00552"
"504",743,"MSTRG.41037|SYP",9918.01160639326,-1.28521141814689,0.226904371812157,-5.66411042626741,1.47789214418625e-08,8.79216535091801e-07,"MSTRG.41037","SYP"
"507",747,"MSTRG.37429|NEFM",5906.44877478306,-1.71915499839932,0.303998512980977,-5.65514278850075,1.55716763355528e-08,9.21417988466006e-07,"MSTRG.37429","NEFM"
"515",756,"MSTRG.26857|ZNF860",21.5053068128521,-1.35025176871391,0.23917613673982,-5.64542845753352,1.64770379923818e-08,9.63383641983146e-07,"MSTRG.26857","ZNF860"
"516",759,"MSTRG.37930|MSC",76.180924158052,-1.57369115912655,0.279010921821467,-5.64024930942852,1.69804123816632e-08,9.88890893404844e-07,"MSTRG.37930","MSC"
"518",762,"MSTRG.33848|KHDRBS2",61.7815957888488,-1.78305050678294,0.316326965085999,-5.63673256972635,1.73306930187936e-08,1.00422057206461e-06,"MSTRG.33848","KHDRBS2"
"523",768,"MSTRG.20483|CALM3",20829.3831067259,-1.04045394804463,0.184709953656251,-5.63290676787749,1.77197263278443e-08,1.01923883066675e-06,"MSTRG.20483","CALM3"
"528",774,"MSTRG.40862|XK",307.271565712891,-1.16215781875771,0.206568316156379,-5.62602164931196,1.84413211686403e-08,1.05315669030522e-06,"MSTRG.40862","XK"
"532",782,"MSTRG.35437|EPDR1",1549.877082861,-1.01043117625029,0.179815775928612,-5.6192576598587,1.91779671108355e-08,1.08402110259994e-06,"MSTRG.35437","EPDR1"
"535",785,"MSTRG.30914|BASP1",5257.07828277688,-1.08384604930161,0.193071675354464,-5.61369785242585,1.98047913027442e-08,1.11517373906229e-06,"MSTRG.30914","BASP1"
"539",791,"MSTRG.1884|FAM102B",731.352844286826,-1.00993107329832,0.180184313591753,-5.604988875927,2.08268339971056e-08,1.16294084351116e-06,"MSTRG.1884","FAM102B"
"543",799,"MSTRG.12804|RHOV",34.4205644398503,-1.38742448402802,0.247827770187312,-5.59834147311006,2.16412165941356e-08,1.19722785468584e-06,"MSTRG.12804","RHOV"
"544",800,"MSTRG.31701|PCSK1",456.79984004083,-2.16765368245522,0.38725212742935,-5.59752556259536,2.17432800664406e-08,1.20137058187101e-06,"MSTRG.31701","PCSK1"
"545",801,"MSTRG.22660|DPP10-AS1",151.244443649019,-1.08879521103847,0.194539206657104,-5.5967906405498,2.18356124484178e-08,1.20496596934452e-06,"MSTRG.22660","DPP10-AS1"
"547",803,"MSTRG.28740|UTS2B",16.8835522355433,-2.80494350847862,0.50124112135282,-5.59599639572317,2.193582581281e-08,1.20748116136716e-06,"MSTRG.28740","UTS2B"
"548",804,"MSTRG.38728|TMEM249",6.01872329333325,-4.27689699045075,0.76431860431385,-5.59569918396823,2.19734410020397e-08,1.20804731240318e-06,"MSTRG.38728","TMEM249"
"552",808,"MSTRG.22732|PROC",17.5023965353808,-1.21884647329002,0.217921359545116,-5.59305648530376,2.23106666344367e-08,1.22051495863288e-06,"MSTRG.22732","PROC"
"557",813,"MSTRG.29432|GABRA4",792.466366190782,-1.51525458735631,0.271262434356695,-5.58593596252931,2.32444883155063e-08,1.26377967099878e-06,"MSTRG.29432","GABRA4"
"558",814,"MSTRG.24236|PLCB1",1429.75281467675,-1.19153226342266,0.21338326440606,-5.584000538839,2.35047975479678e-08,1.27636248306544e-06,"MSTRG.24236","PLCB1"
"560",817,"MSTRG.38207|KCNS2",96.7692164394916,-1.69089279674044,0.303113766961049,-5.57840976242339,2.42727335926628e-08,1.31322321941601e-06,"MSTRG.38207","KCNS2"
"562",820,"MSTRG.41793|HPRT1",1097.53103720922,-1.38040883092772,0.247522980830018,-5.57689159325249,2.44854349173148e-08,1.3198843831892e-06,"MSTRG.41793","HPRT1"
"564",824,"MSTRG.38372|KCNV1",297.117390136813,-2.04102777855039,0.366701431400724,-5.56591167575781,2.60785319436806e-08,1.3989360060371e-06,"MSTRG.38372","KCNV1"
"566",827,"MSTRG.41274|PABPC1L2B",244.232047860887,-1.18390826262821,0.212803496106743,-5.56338727646822,2.64587799447068e-08,1.4130398438517e-06,"MSTRG.41274","PABPC1L2B"
"573",836,"MSTRG.10900|MYO16",280.32053996331,-1.20329727147156,0.217042137126713,-5.544072166821,2.95516943862324e-08,1.56249281729694e-06,"MSTRG.10900","MYO16"
"575",839,"MSTRG.19290|FCER2",12.3764216453534,-6.82212359759237,1.23230214839132,-5.53608025961665,3.09315866544678e-08,1.62960428283764e-06,"MSTRG.19290","FCER2"
"576",840,"MSTRG.12535|GABRB3",2833.24935079788,-1.34473573410952,0.24309692418566,-5.53168551438564,3.17168176856495e-08,1.66898425635843e-06,"MSTRG.12535","GABRB3"
"580",850,"MSTRG.16421|RNF112",441.094420156759,-2.52459213048132,0.457666869546432,-5.51622216609934,3.46364357839705e-08,1.80117615826243e-06,"MSTRG.16421","RNF112"
"582",855,"MSTRG.27591|EPHA6",428.563424307257,-1.50912929665727,0.273798690408306,-5.51182072641312,3.55140557445387e-08,1.8360143766317e-06,"MSTRG.27591","EPHA6"
"584",858,"MSTRG.35559|ADCY1",3244.44945300778,-1.31168117887573,0.238307623279993,-5.50415115061007,3.70951194751945e-08,1.91104716904726e-06,"MSTRG.35559","ADCY1"
"590",868,"MSTRG.4260|GPR158",899.454967579496,-1.40138937644945,0.255110236099732,-5.4932698815801,3.94559126091334e-08,2.00925143911165e-06,"MSTRG.4260","GPR158"
"593",873,"MSTRG.15226|CDH8",821.256280440852,-1.75879435188322,0.320876405604672,-5.48122056082273,4.22401486579176e-08,2.13871598050089e-06,"MSTRG.15226","CDH8"
"596",877,"MSTRG.32491|GABRG2",2173.15071388764,-1.55648799718861,0.284244940335078,-5.47586878891763,4.35370212357296e-08,2.19432544203161e-06,"MSTRG.32491","GABRG2"
"598",879,"MSTRG.26144|PVALB",72.1775355376547,-3.17140630270968,0.579527744101472,-5.47239771518926,4.43987026152087e-08,2.23266376905285e-06,"MSTRG.26144","PVALB"
"599",880,"MSTRG.35328|GGCT",411.775752502516,-1.04822598228796,0.191573908656709,-5.47165315797953,4.458567826192e-08,2.23951835287885e-06,"MSTRG.35328","GGCT"
"601",884,"MSTRG.5540|GPR26",265.705063874508,-1.5364872669433,0.28096760549136,-5.46855664821669,4.53715061589095e-08,2.2686779584119e-06,"MSTRG.5540","GPR26"
"607",896,"ENSG00000267799|MAN1A2P1",2.70797974924226,-4.6129047306533,0.844872254836539,-5.45988426563467,4.76445062754635e-08,2.35042685980808e-06,"ENSG00000267799","MAN1A2P1"
"608",897,"MSTRG.9753|SRRM4",1098.5167306293,-1.33672264913385,0.244838711084705,-5.45960499143209,4.7719507744363e-08,2.35150243179078e-06,"MSTRG.9753","SRRM4"
"612",901,"MSTRG.37361|GFRA2",318.001859897681,-1.36849957175953,0.250929249740495,-5.45372679021994,4.93249674071779e-08,2.41875465206555e-06,"MSTRG.37361","GFRA2"
"616",906,"MSTRG.9944|AACS",395.866429103767,-1.83047317711732,0.335898375463317,-5.44948505509287,5.05158677142774e-08,2.46457216855021e-06,"MSTRG.9944","AACS"
"625",917,"MSTRG.7679|THY1",8980.42527953567,-1.14252666680623,0.210102373899667,-5.4379522020624,5.38964277333857e-08,2.59796063104811e-06,"MSTRG.7679","THY1"
"630",923,"MSTRG.32602|LINC01484",32.0652382802732,-1.67615427817597,0.308614712179062,-5.43121961471313,5.59702027355417e-08,2.67849687572424e-06,"MSTRG.32602","LINC01484"
"632",926,"MSTRG.17954|NPTX1",4792.52946213194,-1.55832807248552,0.28697746253163,-5.43014095510642,5.63095591253627e-08,2.68789971107914e-06,"MSTRG.17954","NPTX1"
"633",927,"MSTRG.27439|MAGI1",96.553829845938,-3.2527345775334,0.599042130796679,-5.42989284110537,5.63878997141285e-08,2.68873564526851e-06,"MSTRG.27439","MAGI1"
"634",929,"ENSG00000184378|ACTRT3",15.5424116680738,-1.27206374233602,0.23431077377519,-5.42895967539461,5.66834882150422e-08,2.6970113520789e-06,"ENSG00000184378","ACTRT3"
"639",934,"ENSG00000286818",6.18665611311534,-3.33090636970461,0.613992948714822,-5.42499124245106,5.79573815784161e-08,2.74286100699052e-06,"ENSG00000286818","ENSG00000286818"
"643",939,"MSTRG.17293|NXPH3",343.590072460054,-1.06483184021362,0.196567115575361,-5.41714130106048,6.05594804982062e-08,2.85074564108808e-06,"MSTRG.17293","NXPH3"
"648",945,"MSTRG.41943|IDSP1",95.6568070415704,-1.46582346699403,0.270790460514155,-5.41312815898628,6.19331294038559e-08,2.89689755122671e-06,"MSTRG.41943","IDSP1"
"657",961,"MSTRG.40054|GPR21",19.5324711355964,-1.40703192866363,0.26055612571798,-5.40011072388513,6.65997784008432e-08,3.06331259612286e-06,"MSTRG.40054","GPR21"
"658",963,"MSTRG.22233|REEP1",892.319901949098,-1.4035666470714,0.259966807032676,-5.39902252557568,6.70049616401807e-08,3.07554861310412e-06,"MSTRG.22233","REEP1"
"662",972,"MSTRG.1611|LINC01361",36.1315155046123,-2.10179979808797,0.389935114147351,-5.39012702840023,7.04078975331894e-08,3.19913851994674e-06,"MSTRG.1611","LINC01361"
"663",973,"MSTRG.20420|PPP1R37",268.195560425948,-1.33767817287181,0.248173493319594,-5.39009285390995,7.04212881749282e-08,3.19913851994674e-06,"MSTRG.20420","PPP1R37"
"665",975,"MSTRG.29299|PCDH7",1114.25134331716,-1.3395736894196,0.248644940080127,-5.38749627878176,7.14459544367473e-08,3.23902982360319e-06,"MSTRG.29299","PCDH7"
"666",976,"MSTRG.31165|HCN1",766.02351684089,-1.64793581273029,0.305914283056518,-5.38692014071745,7.16752612200885e-08,3.24609620537946e-06,"MSTRG.31165","HCN1"
"671",984,"MSTRG.40072|LHX2-AS1",28.7994382928596,-1.27593538501407,0.237141847144725,-5.38047333432204,7.42902433412759e-08,3.33717208960476e-06,"MSTRG.40072","LHX2-AS1"
"679",1002,"MSTRG.29041|NSG1",1047.51241235357,-1.05516263429669,0.196834489924828,-5.36065927622576,8.29187813859713e-08,3.65786025431407e-06,"MSTRG.29041","NSG1"
"689",1022,"MSTRG.39226|IGFBPL1",117.205180391447,-1.04512100890851,0.195918086172338,-5.33447947214619,9.58190265237152e-08,4.1442197753437e-06,"MSTRG.39226","IGFBPL1"
"696",1031,"MSTRG.17724|SSTR2",791.987594891907,-1.23820850756351,0.232568256887803,-5.32406496111312,1.01473641264306e-07,4.35047322130441e-06,"MSTRG.17724","SSTR2"
"697",1033,"MSTRG.16040|CAMTA2",888.33907837192,-1.28454615301765,0.241317665674347,-5.32305063298232,1.02041327179924e-07,4.3663414753214e-06,"MSTRG.16040","CAMTA2"
"700",1037,"MSTRG.12161|OTUB2",54.1166296536734,-1.53222405963628,0.287973258499976,-5.3207164707497,1.03359380878746e-07,4.40568115101477e-06,"MSTRG.12161","OTUB2"
"703",1040,"MSTRG.8277|FAM234B",1460.8562560492,-1.04124344732664,0.195838799975935,-5.3168393977832,1.05585183143379e-07,4.48757333202273e-06,"MSTRG.8277","FAM234B"
"716",1056,"MSTRG.30754|LINC01511",21.4700574275506,-3.43078605899817,0.6475241239003,-5.29831388880642,1.16876922546289e-07,4.89222891135518e-06,"MSTRG.30754","LINC01511"
"718",1059,"MSTRG.14336|PPL",356.257753498453,-1.27287213619099,0.240384468359484,-5.29515132519903,1.18917892765031e-07,4.96355873087811e-06,"MSTRG.14336","PPL"
"719",1062,"ENSG00000187559|FOXD4L3",20.8543659359035,-1.44115604721851,0.272223128531886,-5.29402499703367,1.19653066574e-07,4.9801363923766e-06,"ENSG00000187559","FOXD4L3"
"721",1064,"MSTRG.3237|PPFIA4",682.783885884204,-1.7065777267388,0.322429371984606,-5.29287302901261,1.204095242269e-07,5.00012440990823e-06,"MSTRG.3237","PPFIA4"
"725",1068,"MSTRG.12553|OCA2",55.6416111727941,-1.23996561866067,0.234546467966057,-5.28665227583009,1.24575119718375e-07,5.15587026384982e-06,"MSTRG.12553","OCA2"
"737",1083,"MSTRG.16492|KCNJ12",81.3062302396981,-1.12043497091276,0.212622749342932,-5.26959120966706,1.36727917316863e-07,5.57545715844725e-06,"MSTRG.16492","KCNJ12"
"740",1086,"MSTRG.5423|ADRB1",127.469235958987,-1.07178138860713,0.203490084534771,-5.26699564284661,1.38674496999724e-07,5.64428187512137e-06,"MSTRG.5423","ADRB1"
"750",1100,"MSTRG.10877|LINC00460",51.1983955419823,-1.70820881252279,0.324948687523187,-5.2568570919398,1.46538093216024e-07,5.88843345121337e-06,"MSTRG.10877","LINC00460"
"751",1101,"MSTRG.1483|IL12RB2",209.926074553986,-1.60322407372075,0.30500124036061,-5.25645099615077,1.46861885620745e-07,5.89608453061594e-06,"MSTRG.1483","IL12RB2"
"753",1103,"MSTRG.5450|HSPA12A",2630.71801247104,-1.13018209281462,0.215045942898482,-5.25553785196569,1.47592492280768e-07,5.91467211586085e-06,"MSTRG.5450","HSPA12A"
"755",1106,"MSTRG.40130|STXBP1",8779.39157326413,-1.21351298883952,0.23096661585639,-5.2540622996098,1.48780517084902e-07,5.94610887539498e-06,"MSTRG.40130","STXBP1"
"765",1119,"MSTRG.22458|TBC1D8-AS1",14.2991945412112,-1.26865551111481,0.241903795483129,-5.24446302539843,1.5673813262941e-07,6.19136634359712e-06,"MSTRG.22458","TBC1D8-AS1"
"769",1125,"MSTRG.5627|STK32C",457.656057721488,-1.02516678906228,0.195966142878018,-5.23134646631492,1.68279769813036e-07,6.60635682538311e-06,"MSTRG.5627","STK32C"
"771",1127,"MSTRG.27701|TAGLN3",4564.56814832711,-1.11867220609577,0.213884250084984,-5.23026920238998,1.69263375294146e-07,6.63866877972657e-06,"MSTRG.27701","TAGLN3"
"772",1129,"MSTRG.6827|SPTBN2",2644.66572568305,-1.09792379564028,0.209967671327466,-5.22901353669803,1.70416888645382e-07,6.67207024969281e-06,"MSTRG.6827","SPTBN2"
"783",1144,"MSTRG.4450|RET",93.7989139885501,-1.12351910659021,0.215243953526727,-5.21974758492207,1.79167151396465e-07,6.92268044233092e-06,"MSTRG.4450","RET"
"785",1148,"MSTRG.9286|LINC02458",68.0673871296614,-1.96692054610662,0.377050367018481,-5.2165989431598,1.82238249255953e-07,7.01680757283244e-06,"MSTRG.9286","LINC02458"
"788",1153,"MSTRG.35131|ICA1",409.911907067467,-1.17198576374027,0.224930988956639,-5.21042373563833,1.88409817935252e-07,7.22297551810409e-06,"MSTRG.35131","ICA1"
"789",1155,"MSTRG.13935|LINC02254",10.5460273901099,-2.27831474188831,0.437556433141788,-5.20690491402291,1.92016422720968e-07,7.3484934347292e-06,"MSTRG.13935","LINC02254"
"790",1156,"MSTRG.38633|ARC",186.530573105523,-1.51169110981489,0.290342327252096,-5.20658191357106,1.92350804888282e-07,7.35492238552928e-06,"MSTRG.38633","ARC"
"795",1164,"MSTRG.22148|LRRTM4",168.170480860919,-1.19635575575747,0.230325283230818,-5.19420073634971,2.05601207462553e-07,7.80738067113345e-06,"MSTRG.22148","LRRTM4"
"797",1167,"MSTRG.39092|PRSS3",274.551460662143,-1.67366488883968,0.322438972269739,-5.1906408119908,2.09571562270867e-07,7.9378596362441e-06,"MSTRG.39092","PRSS3"
"800",1174,"MSTRG.26854|OSBPL10",195.49732551051,-1.03460740596876,0.199476007848742,-5.18662578586029,2.14138407829585e-07,8.06247521540316e-06,"MSTRG.26854","OSBPL10"
"801",1175,"MSTRG.13169|FAM81A",388.39262079997,-2.82785074015353,0.5453387523335,-5.1854938385603,2.1544321050636e-07,8.10469854536353e-06,"MSTRG.13169","FAM81A"
"806",1182,"MSTRG.23838|NYAP2",163.829745095495,-1.19121678399343,0.23001709670093,-5.17881844905753,2.23295645036395e-07,8.35035034001586e-06,"MSTRG.23838","NYAP2"
"808",1185,"MSTRG.26578|GRM7",234.22712049128,-1.09297144748905,0.211197941161682,-5.17510465053411,2.27783270904753e-07,8.49660433800161e-06,"MSTRG.26578","GRM7"
"812",1190,"MSTRG.23088|SCN2A",3071.89672594552,-1.34922788918137,0.261117606208981,-5.16712721432327,2.37719469857156e-07,8.8281672348637e-06,"MSTRG.23088","SCN2A"
"813",1191,"MSTRG.18429|KCTD1",958.389233985514,-1.10553834146752,0.213961005142104,-5.16700854313739,2.37870394478138e-07,8.8281672348637e-06,"MSTRG.18429","KCTD1"
"815",1193,"MSTRG.23689|MARCHF4",298.216140453311,-1.30705463147108,0.253008821504373,-5.16604371222876,2.39100895806835e-07,8.85895875645743e-06,"MSTRG.23689","MARCHF4"
"817",1195,"MSTRG.1975|INKA2",775.255317998207,-1.06533656286617,0.20626098445734,-5.16499310651991,2.40447784190513e-07,8.87905601412295e-06,"MSTRG.1975","INKA2"
